Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
12,24,19,5,0,26581.11976803051
14,30,37,2,0,31284.645920841467
15,29,64,3,0,35540.7146215553
14,32,35,5,0,33381.7784550726
9,60,18,5,0,27876.284728759507
20,34,46,3,0,42099.33054179232
16,26,46,2,0,32647.042263476775
18,59,36,3,0,41025.36571392014
19,47,61,5,0,43785.53665737431
15,51,57,1,0,33170.51601440002
14,54,23,3,1,34041.864280702364
14,34,61,5,1,33415.688110594914
13,55,56,3,0,37858.05979825379
14,40,63,5,0,37749.270577864525
20,25,25,2,0,42642.86148962086
17,20,41,5,1,34759.0802264838
18,23,37,4,1,35604.053560534005
17,30,31,1,0,33467.70491075836
18,45,22,5,0,36102.11787711524
16,56,58,3,0,42828.41798879786
18,42,57,3,0,41045.09640596806
17,48,51,5,0,41049.83253098073
18,40,33,4,1,38337.13925743271
16,46,62,5,0,39489.333165328666
16,58,24,2,1,38438.43777512748
9,59,33,4,0,29444.165807365313
18,32,24,5,0,37681.4404469745
19,42,44,1,1,38835.38963278455
13,35,31,4,1,30772.161701050263
12,49,31,5,0,28323.72020352045
10,23,61,1,1,27102.845005842144
16,59,50,5,0,41440.456633297705
11,35,50,2,1,28346.78930504595
12,50,61,3,1,34024.96757509029
20,44,37,5,0,42773.83043983494
15,31,64,4,0,37281.96759584527
18,45,53,5,1,43304.904050450175
17,56,24,5,0,40870.79875259171
10,52,49,5,1,27607.19560205731
11,47,20,5,1,29052.417249199312
12,28,56,4,0,24404.471972762243
18,31,46,4,1,33538.60281883548
9,24,41,5,0,24647.874396624007
15,47,39,3,0,32906.141001335585
10,54,23,5,1,27741.75263549753
13,24,41,4,0,31208.682915350822
9,53,57,2,1,30967.534650304195
11,53,40,5,1,31840.00039866082
20,32,55,5,0,41791.15824954379
10,58,27,5,0,29551.783793092967
9,33,33,5,1,22149.637032392664
15,30,28,1,0,30340.83583553839
13,57,49,5,1,35972.92694079251
9,23,62,4,1,24764.810427307366
14,52,23,4,1,33384.317600610775
13,26,41,1,1,24327.339001272652
11,60,50,5,1,36629.74879586435
20,27,29,3,0,40174.573109930534
15,56,44,5,1,37691.90088792373
19,29,55,4,1,41736.85624981359
18,34,35,2,1,36582.94749448864
17,57,62,2,1,43735.079083022625
17,34,56,3,1,34053.57260433047
17,24,30,5,1,33813.46745006816
10,48,57,1,0,29737.323388582587
11,38,47,5,0,29236.11236122835
15,29,58,3,1,37519.776729303885
13,31,30,3,1,28663.825886367085
10,23,51,3,1,23784.970194951486
11,50,53,2,0,30907.185666274323
18,37,47,5,1,36267.71735322233
14,35,42,5,1,33008.4931999729
15,59,19,1,1,37268.8607550918
17,55,53,3,1,41930.83442573718
9,44,35,3,1,27639.81445114928
19,42,22,4,1,40958.81478743816
15,31,36,4,0,32439.66761720424
16,53,59,2,1,41670.99158610041
20,55,35,5,1,48845.36184803784
11,56,49,1,1,30955.89220919778
12,22,38,1,1,27746.329060437976
18,28,27,3,1,35473.648732593094
14,37,54,1,1,35891.49312621974
18,54,39,3,1,40113.02251223929
15,53,30,5,1,36500.55748373236
12,60,34,1,1,32040.7997488024
16,33,26,3,0,29666.025238627557
13,23,41,5,0,31008.775331436893
9,48,61,5,0,28331.072973429316
12,60,31,3,1,31415.0336061183
11,34,63,3,0,28446.209085444
17,47,25,2,0,41048.87864083507
16,35,54,5,0,39021.05547496283
9,31,36,3,0,22863.604319480528
19,24,45,5,1,39522.748366526954
14,53,63,1,0,35749.22757408453
17,20,58,4,0,36347.08590639589
15,58,47,4,1,37938.871538250096
12,51,24,3,0,31472.196385195944
9,45,43,3,1,24052.44588085697
20,36,57,5,0,41709.72159621482
10,46,63,3,0,30863.817197620043
20,43,63,5,0,45242.668711941944
13,54,28,3,1,30174.364884269773
20,58,31,5,0,42756.3087781026
19,45,38,3,0,42146.83208795437
13,57,25,2,1,34012.03860147404
16,42,20,5,0,35710.964547822136
14,41,45,2,0,34080.40340955724
16,23,46,2,0,31093.613810674062
10,28,40,2,0,23892.31463867984
11,23,35,2,0,25662.04478723558
14,26,52,1,1,29396.646119399924
20,42,30,4,1,39147.9417334943
18,21,29,1,1,33494.05083156172
11,43,64,3,0,32042.899821110615
14,59,22,3,0,31314.336290935003
14,50,56,4,0,36115.01844674998
10,50,28,4,0,28837.117404014043
15,59,28,4,0,38530.71967637457
20,53,64,2,1,44992.46041010075
10,43,59,1,1,30243.879687987537
14,45,64,3,1,38387.38703111092
9,35,48,1,0,26513.41034336224
11,32,48,1,1,26876.208529746236
10,34,30,1,1,20029.595525747107
15,46,31,4,1,35218.67081251762
12,23,62,4,1,31957.12781503339
16,35,59,3,0,38548.12362505824
14,49,42,3,0,36509.164793812575
20,49,50,3,1,45136.95723312096
18,55,50,1,1,44793.56486111788
12,22,32,4,1,26206.497454254608
13,41,33,2,1,27507.432147438365
17,41,61,1,1,41583.15802619149
15,31,55,5,1,32477.736207546986
18,40,23,1,1,37434.46597261895
17,23,61,4,1,37678.39353547816
15,50,42,5,1,35201.650503720906
20,50,32,1,0,41229.08642442544
9,42,21,4,1,24954.339818379656
20,39,21,4,0,37672.92087770335
16,34,47,2,0,35114.40753765274
12,42,51,1,1,33756.746919878446
11,47,44,4,1,33552.98458592877
15,35,48,3,0,30736.740126739114
20,56,49,4,0,45662.583269996954
11,40,61,2,1,33140.09859283001
16,34,56,4,0,35603.76342653635
14,36,26,1,1,32383.772666456476
13,56,58,1,1,38234.5947296518
12,32,25,5,0,25678.04263020586
16,38,31,1,1,35557.236983015624
16,49,50,5,0,39778.92016658225
20,37,40,3,1,43220.37322875291
9,33,38,2,1,20649.700479222596
17,55,29,3,0,41985.66668400305
13,55,19,5,0,33773.71851465441
12,39,30,4,1,26539.228760928727
14,38,21,4,1,30444.396267709766
14,26,37,3,0,31575.67392242447
10,23,31,4,1,20545.78610564893
16,53,47,5,0,37450.89512251108
15,21,46,2,0,31337.21606382492
9,24,25,1,0,19927.52579326527
13,29,29,5,1,28701.732227396336
20,51,58,5,0,47645.91559553522
14,60,55,1,1,39044.48428193914
12,32,43,1,0,28679.402602647744
10,58,19,2,1,30155.086304298842
12,24,57,2,1,28290.199490812254
9,29,31,2,0,20908.5245861324
15,29,23,4,0,32910.563578051144
10,57,59,5,0,27462.67047537543
10,46,57,1,1,30028.059910076987
17,40,48,5,1,37573.1516238
13,27,34,5,1,26453.98860576219
10,20,42,2,0,23797.161502401712
19,47,49,2,0,43719.425265077996
17,58,29,5,0,38341.962289015326
17,33,30,2,0,32308.053475390254
9,40,36,4,0,22488.073440095173
19,49,61,1,1,48026.474899923334
11,40,42,5,0,32547.39827059363
12,28,48,1,1,28459.10088278819
15,36,54,4,0,32356.853239677326
18,24,42,2,0,35709.29790417481
12,50,33,3,0,26898.6542153061
10,59,55,4,0,32929.35709236694
15,57,60,3,0,37911.87751560724
14,38,40,1,1,30179.600308814508
11,55,31,5,0,32555.26593360286
14,52,23,2,1,33391.508453951574
19,32,42,4,1,40831.35930409212
14,33,40,2,1,34013.82097972179
20,52,60,3,1,46221.176743275544
13,48,29,3,0,31989.68355753563
12,55,30,5,0,34116.54641595919
18,29,53,3,0,37022.44445212289
20,50,56,5,0,47909.26731581085
9,25,51,4,0,19553.512942494403
18,20,23,5,1,32590.381884264356
14,26,55,3,0,32074.486044672274
10,46,57,1,0,27489.99771154925
11,40,25,5,1,27739.077899792177
16,47,25,2,0,36244.41594397137
18,35,57,1,0,38235.6149793714
14,42,50,5,1,32859.10458162514
11,39,51,2,0,27655.917008443823
15,57,61,1,1,36866.943007755195
12,44,32,5,1,33220.17420536309
17,47,53,4,0,39779.22447257829
13,24,52,2,1,26794.127856158568
11,40,63,4,0,30555.380235627777
10,37,39,3,0,26779.773372318286
19,25,40,5,0,35863.85422303205
10,48,57,5,1,29570.653193313632
11,38,62,2,1,32907.97198422182
10,52,39,5,1,26964.375639795773
12,20,22,3,1,23036.75907901753
10,22,48,5,1,20189.160103930757
18,40,30,1,1,41646.561886575844
17,54,45,4,1,42116.313121907944
10,60,37,3,1,30600.869705263744
17,59,50,3,1,40863.85980702945
14,22,33,4,1,27163.981529913068
9,44,46,4,1,26361.837383324993
12,57,40,3,0,34392.30011128171
9,39,41,4,1,23272.8340665387
14,53,51,2,0,35773.766392092104
12,40,24,4,0,30114.52117382362
11,42,55,1,0,33618.26637364149
11,25,54,1,0,27987.051182403386
17,32,21,2,1,32675.548813092977
14,42,51,4,0,34189.97915459128
17,28,59,1,0,37824.57426775284
13,36,39,5,0,30017.05276468725
10,21,22,4,1,22823.66976615443
16,38,59,2,0,36039.90881234701
13,38,40,4,0,34326.56383768321
10,26,32,3,1,23224.976827194278
12,39,48,3,1,29337.77138986798
17,28,26,1,1,34883.21000389745
12,36,60,3,1,29241.70817645103
20,46,42,2,1,43695.838051605555
20,21,42,1,1,41202.8073780891
20,55,38,2,1,42366.92022992348
12,38,26,2,1,30582.75833769611
10,36,55,3,1,25117.907564221416
20,24,39,3,0,40340.95051012084
14,58,60,2,1,36706.729519551816
19,37,40,3,0,42283.64504364402
10,26,21,3,0,21147.813440255337
20,36,46,3,1,41086.96938396044
15,58,32,4,1,35423.11719245977
11,55,18,2,1,24476.02564874354
11,59,47,5,1,30715.315918563476
13,23,46,2,0,25330.91103695833
11,57,37,1,0,27516.228641186714
10,44,50,3,1,29387.87969657246
18,24,58,3,0,40649.73408881965
17,49,61,5,1,44994.70374523341
10,31,53,1,0,24174.805424104256
19,23,39,4,0,36780.16546159409
10,43,30,2,1,28929.574649652335
16,48,24,4,1,33376.80070856018
17,28,25,1,0,36007.2087895638
15,23,45,5,1,34040.09111756672
11,43,62,1,0,27407.773962033218
17,33,60,5,1,33387.83523940433
11,24,26,4,1,23099.501726694107
13,37,42,4,1,32976.14967394613
17,38,33,1,1,33360.545737758504
20,31,27,1,1,34823.38918026506
11,37,28,3,1,26828.733694282582
15,36,48,5,1,35765.518618132824
20,49,29,3,0,41339.633556178225
9,43,48,2,1,25703.091897708986
12,30,31,2,0,28353.37645066931
12,54,61,1,1,33160.158544709935
15,42,49,4,0,34210.26706801929
16,36,34,2,1,35154.57381270621
9,20,52,2,1,23477.995890968825
13,34,18,3,0,27652.148350166102
15,51,46,3,1,40268.967845796906
20,28,21,2,1,39199.54605146743
12,34,40,1,1,28098.124226988028
12,47,45,3,1,29318.579413571257
12,43,33,2,1,31882.845224473058
20,54,29,4,0,45752.951840816386
14,41,38,3,1,32801.94745462389
15,46,62,2,0,38453.764082780835
10,38,34,5,0,27402.487085590023
13,31,57,3,0,34606.207206380626
12,39,30,5,0,30574.51898912299
11,20,49,3,0,26290.035195802837
15,40,54,3,0,37759.49941465524
19,20,32,5,0,38002.247399213484
20,29,29,1,0,39241.43887491187
14,51,32,2,1,36235.05853738224
15,58,51,1,0,37847.38229101967
13,41,23,1,1,32070.531545063393
14,37,34,2,0,30464.00466097604
13,51,37,4,0,31383.337647750628
15,46,26,1,1,34042.314640505334
10,47,22,1,0,23916.483980282224
19,37,40,1,1,38706.99687095769
13,58,50,4,0,36856.94763331318
14,48,55,3,1,36655.84838995355
14,37,31,5,1,32779.11713100269
13,27,34,5,0,29610.0062692389
18,50,36,4,0,41348.42050758005
15,53,50,1,0,36396.70305143348
18,26,18,5,0,35846.53978109091
16,55,30,4,1,37780.76468071204
15,37,63,2,1,36680.54264552709
13,57,44,5,1,35508.21429385535
9,28,23,2,1,24549.201621055494
13,28,23,1,1,25010.249928325084
18,27,50,5,1,36713.752574289414
10,54,47,4,1,31562.709085409577
13,37,63,3,0,33243.8171818449
13,24,52,5,0,28530.60341722348
10,33,40,5,0,21763.92648108898
13,47,27,5,0,31026.13929790403
12,49,36,5,0,32124.849049227138
9,23,45,4,0,23687.029682595134
11,58,40,4,0,31763.851573428878
9,39,21,3,0,23755.953423708906
20,44,37,4,1,40213.032992763474
19,47,36,4,0,42278.80592117785
13,31,59,1,0,31618.876584872225
12,21,44,1,0,26930.418689277467
15,33,51,2,1,33761.111791706855
13,41,21,3,0,30225.645988301803
18,50,55,1,1,43769.223839302285
12,42,24,3,1,29310.916715676456
10,39,24,3,0,21554.23081806097
12,57,43,5,1,34252.330896442065
20,23,43,3,0,38124.265610333976
10,34,36,5,0,23983.611150231518
16,43,26,2,0,37898.34595814554
11,44,37,2,1,27134.969739998738
17,20,59,2,0,33760.64076692212
12,26,62,5,0,24917.220825491982
14,50,33,5,0,37181.02974445102
18,31,34,2,1,38382.29092123876
13,24,39,5,1,27535.542666493755
18,57,30,4,1,42625.59961295795
9,31,29,4,1,18148.84360738926
17,58,27,5,0,40750.57154912466
9,37,18,5,0,20985.864140507132
16,21,49,1,1,36447.50499600254
17,29,47,1,0,36735.08479747856
17,34,25,3,1,35062.01354403036
9,49,38,3,0,25458.590228173016
10,36,39,3,0,24471.098821569896
20,23,35,2,1,39285.10707728321
9,26,19,4,1,18939.86414463777
18,60,61,2,0,43361.23526962024
10,50,26,5,1,30414.16966704487
18,58,20,1,0,41175.10011292824
20,53,43,5,0,42707.622345368916
16,25,38,5,0,33903.4931097386
13,57,47,1,0,35041.87970756558
20,53,45,5,1,41568.35492736521
19,34,53,3,0,39601.98298980854
15,33,43,1,0,31302.837375716295
10,25,51,5,0,25611.555128570544
16,56,25,3,1,36388.835957676776
19,51,27,3,0,41581.804500887636
14,22,60,4,1,32732.519368193127
16,22,31,3,1,36221.919365921334
9,41,57,2,1,31359.80234410669
9,41,32,1,1,25346.498837616084
20,29,34,1,1,39094.791704647905
15,22,35,1,1,29209.81658222544
16,31,49,5,1,31813.804066834837
11,48,55,5,0,27027.372362811922
13,36,40,2,0,29014.592012678506
20,26,63,3,1,44774.88963176543
9,32,40,5,1,27106.195128014326
15,21,52,3,1,32043.286579141826
13,23,56,3,0,30630.4323153622
16,29,32,5,1,31790.565839875308
16,58,41,5,0,39639.699131420675
17,43,45,2,0,37047.653191487596
15,36,33,4,1,31444.05993382078
19,25,33,1,0,38025.07571725109
9,38,57,5,1,25589.412857698666
11,24,56,5,1,27884.331658768624
16,51,23,3,1,36205.617089240404
11,29,19,4,0,27035.744438946156
16,28,30,5,1,33704.68259982068
9,46,61,4,0,29288.65260318681
13,32,64,1,1,29439.352668538904
12,38,26,3,1,27218.981059541857
13,40,51,2,1,32499.431349035633
16,43,34,1,1,36109.12238345232
18,57,44,4,1,44126.457563945
12,23,46,4,0,27612.040280288693
19,43,54,1,1,40433.54396760826
12,54,60,4,1,35984.22851604323
11,22,39,2,1,23877.465845962608
15,23,41,2,0,29904.937046714585
11,56,24,4,1,27894.573971685317
20,59,51,4,1,46197.34327825943
11,54,29,2,1,29085.579923036188
19,50,40,4,1,44821.48267201788
18,44,32,5,0,38464.979486466924
13,59,50,3,1,37364.32313048963
13,32,30,5,0,25294.523292558562
14,23,40,4,0,31088.863882863498
16,33,55,4,0,37382.766999205545
18,32,49,3,0,35388.544216655835
14,46,62,4,1,34656.31493512352
20,25,52,3,1,38874.01157903032
9,36,18,2,0,22094.60978636215
16,55,64,3,0,39990.181897715156
16,59,62,3,0,41510.07683034636
17,54,22,5,1,39807.12704741732
17,36,30,4,0,34583.66480515881
10,60,22,2,0,29794.494021861155
10,21,49,1,0,24451.076925835867
11,32,38,3,0,20784.949461795724
9,21,41,1,0,20184.346660712865
12,47,35,4,1,32871.327757495994
12,45,38,3,0,29010.53180649475
17,41,27,1,1,34258.33599234548
17,22,41,5,1,36071.78659394178
17,54,57,1,1,42306.88810055431
18,31,64,5,1,42514.52047169947
15,43,38,2,1,33970.40068496098
10,24,42,4,0,26404.26837416489
18,39,40,1,1,37022.31322268577
13,58,39,3,1,29863.093013009704
12,58,21,4,0,33046.545964314944
20,32,51,1,1,42646.464746254416
19,60,23,3,0,44145.76324261016
16,31,45,3,0,34286.924151479325
10,32,48,3,0,29133.901747043714
14,29,52,3,0,33731.01725437118
13,52,56,1,0,37149.83796267198
20,59,59,2,1,47943.30815656043
10,35,40,5,0,23306.002950188384
19,54,23,5,0,41735.29439677369
18,22,33,5,1,35418.91291596486
9,24,19,2,1,24265.60787793911
16,45,41,3,1,37632.08804912253
10,30,34,3,1,22307.83155961686
15,26,62,4,0,34834.57715634335
17,29,18,5,1,35615.044166776395
17,53,23,5,0,41817.12940205193
16,22,22,3,1,30386.198385874824
19,27,62,5,1,39700.8237378864
20,50,46,3,1,41777.29142334843
18,30,29,3,1,34693.31174017771
17,26,56,3,1,37165.62925334868
10,21,64,1,0,22552.27678995516
14,25,20,1,0,32095.104332617208
12,60,18,1,0,31086.665017696152
12,51,44,1,1,32840.71908822691
13,39,41,2,0,32084.28378478234
20,53,61,4,1,48958.28985254957
11,35,36,4,1,27633.423529654865
9,44,25,3,0,22663.791308834127
16,31,61,5,0,37143.60961101342
13,26,64,1,1,33354.08919359268
11,58,19,4,1,28210.60829269567
18,36,47,4,0,40500.06497965325
15,30,47,1,1,33708.498318301805
15,25,56,2,0,33290.29920998428
9,42,62,2,0,26820.02395492606
20,46,49,4,1,43655.510667461676
17,25,18,2,1,33177.146470854575
10,57,55,1,1,31051.647294509996
13,21,30,4,1,24741.429657770772
13,41,28,1,0,28459.740221476663
16,39,27,2,1,35061.840522353166
16,44,43,1,0,38078.54184498417
15,34,37,2,0,32864.61949113386
15,48,34,2,1,39130.24524509892
20,27,34,1,0,35398.65199053607
19,56,21,2,1,42559.4128247399
14,52,22,3,1,29918.530540884134
14,41,40,1,0,32992.38793852684
19,24,63,3,0,40100.09088092727
17,58,27,1,0,39446.96502656054
14,37,63,2,1,30795.721664481192
20,57,45,2,1,45709.76124309178
10,56,50,4,0,31205.843484935267
10,49,60,4,1,32594.965001301745
13,50,43,3,1,30945.951076323858
12,29,46,2,0,31281.92614264638
19,34,44,4,1,34664.36635385844
10,37,35,2,0,23308.003993363567
11,42,57,1,0,30952.275333300902
15,52,27,4,0,36221.314749949604
16,35,59,3,1,39923.91062142881
20,57,22,4,0,43986.510556759065
14,54,27,2,0,34296.922691175205
19,53,38,5,0,43788.87350322518
13,47,41,5,0,28317.46788755466
9,21,55,2,1,21184.66735162885
16,49,20,1,0,33449.32965321885
11,32,57,4,1,30503.873841298882
14,60,48,5,0,40400.01463512842
11,35,58,1,1,33029.93128713079
15,24,54,2,1,33839.10537372962
15,47,19,1,1,35584.0214138039
20,58,19,2,1,43687.87669288746
17,39,56,4,0,37901.38250576005
13,43,59,1,0,31840.783409790267
16,46,61,4,1,36961.57733440462
18,49,51,1,1,39157.606475398585
18,46,59,2,1,43562.218288441814
16,45,37,2,0,35880.13728415048
9,26,50,1,1,22252.91627251739
20,57,21,2,1,39445.674458089736
13,24,62,3,0,28673.65454527218
11,42,61,3,0,30425.788935599954
9,47,28,4,0,22627.18097751956
12,53,59,3,0,39819.99187619767
16,34,64,3,0,34519.304384158204
11,51,22,5,0,31205.1744871742
18,45,42,5,1,39958.953618786305
10,50,54,5,1,29267.066505976
19,38,51,5,0,40701.138523162226
17,28,26,2,1,33728.12147437592
18,48,23,4,0,39353.0325532634
13,58,35,4,1,32636.143040972995
15,23,31,3,0,31318.64166093326
19,22,36,4,0,35941.38554482464
19,48,31,3,1,38537.47472507618
10,30,57,4,1,25844.335213791648
17,52,34,1,0,42139.38132249256
17,57,52,1,0,42538.860978504585
12,30,46,4,0,28609.136396144557
12,46,59,2,0,32304.587377721116
14,52,34,3,0,34161.78852043225
18,40,60,4,0,41440.20931630996
18,58,25,3,1,40569.03757013758
18,50,18,5,1,39708.22374735906
14,57,62,4,1,39246.515864481495
20,21,53,2,1,37114.055980831254
9,46,24,5,1,26155.745726435925
17,55,63,4,0,40890.809257936504
10,30,22,1,0,21208.550467020592
13,37,41,4,1,30949.464157250684
17,20,45,1,0,34516.41708545373
12,54,60,1,1,36029.85161447386
19,54,34,4,1,38387.33084508925
11,50,54,4,0,33478.494972149136
15,47,37,1,0,36425.324078445
14,58,20,3,1,33147.79646187513
16,20,54,5,1,32927.3482277303
11,44,43,2,1,29996.19841671608
13,57,32,4,1,27120.439861461262
18,39,25,5,0,34797.95043581666
12,22,30,5,1,27722.550488906498
12,21,20,3,0,22995.239676643356
12,37,18,5,1,27028.156946304374
18,29,26,4,1,35166.70335605791
16,24,48,5,0,35029.305543075585
14,28,58,4,0,31586.7163622718
11,21,43,4,0,24355.68053411839
18,53,34,1,0,41381.154579455506
13,57,51,3,0,37693.30137716551
14,50,26,2,1,35926.17142389647
13,29,30,1,1,27662.05502939359
14,31,22,2,1,28418.2105278677
16,55,58,4,0,40507.481963783604
15,40,30,1,0,36170.08642799505
13,25,18,5,0,27856.583250516953
18,22,42,5,1,34640.47436839064
14,29,64,2,0,29971.90774988877
12,24,21,4,1,27113.93773534983
20,45,53,2,1,46738.500271550365
17,40,27,3,1,33978.16601940652
12,45,45,5,0,30609.59529892544
9,57,23,1,1,28953.04361052227
15,45,44,1,1,36671.59883555519
15,27,29,1,1,26811.37412652331
12,24,20,5,0,22543.929155382673
11,34,63,4,1,30763.244026159817
16,35,50,5,0,36498.41638276177
13,20,27,5,0,27532.020987809887
18,35,48,1,1,40361.13456164126
15,56,32,5,1,37383.41548519737
12,22,24,1,0,25640.75685817307
12,50,53,4,1,32160.825782415017
16,32,31,3,0,33728.48982967605
16,35,31,1,0,34726.930002819725
10,40,20,2,0,28411.913780485454
10,21,63,3,1,23850.82805624769
11,46,20,4,0,29147.692746510522
20,57,39,3,0,45068.88889226645
20,45,36,1,1,44089.38232394455
11,57,52,4,1,32859.26517134859
9,44,29,2,0,27554.81028905961
11,30,22,1,0,23214.91064494966
14,27,27,1,0,29384.43187004798
16,27,58,4,1,36078.74194975906
20,52,50,4,0,44037.3561425768
18,26,30,3,0,35809.29182468213
14,57,52,2,1,39613.84301169084
13,40,49,3,1,32265.7627574743
12,27,28,3,0,27700.970130746893
11,40,55,1,1,28651.399178174117
12,39,41,4,0,27707.107158916842
15,27,52,1,0,34490.95100479693
9,50,36,2,1,25981.628915984642
15,48,23,3,0,31046.56193096151
9,28,57,2,0,23279.500921098097
10,34,62,4,1,30695.157495524327
12,49,61,4,0,36020.533448756396
9,45,59,5,1,26159.15945988134
19,29,52,2,0,36576.630092437255
20,48,21,1,1,40881.528594589035
19,35,50,2,1,42580.91851162785
19,55,30,3,1,42108.5327979273
17,39,53,4,1,38225.18883047267
20,56,60,4,1,45971.73428835266
14,41,36,2,1,32256.958486551965
9,26,60,2,0,26394.816470843347
9,42,29,2,0,24970.515112002948
14,60,28,3,1,35396.27410513411
12,59,23,3,0,33401.379434971604
12,48,29,1,1,30643.18709567127
19,35,44,2,1,41800.4633847171
14,57,58,1,0,36839.974952716955
20,47,42,5,1,44144.13979727203
19,57,59,3,0,47575.14320560009
15,50,20,4,1,37606.74087658384
17,33,20,5,1,31912.697992110243
18,52,37,4,0,40752.556022664845
13,28,45,5,1,26968.140135200854
17,46,40,1,1,36760.39831622232
12,43,20,1,1,28637.032346385615
18,32,59,3,0,35246.06246882073
10,45,41,4,0,28938.676226457366
11,48,60,5,0,33214.34316703303
19,47,57,2,0,43447.17429809393
9,47,23,2,0,23519.207321979433
14,27,37,3,1,29612.166568536533
14,42,28,4,0,36433.255666345314
9,48,49,2,0,26959.25043966174
19,24,44,3,1,36124.27244202435
11,26,38,3,1,20875.732410123168
13,55,61,4,0,38687.76491184677
11,60,30,2,1,29019.58315376065
18,46,39,2,1,40276.43671660513
11,21,52,2,1,30113.35788073958
18,44,64,1,0,42938.632600424564
11,28,39,2,1,26716.376997840987
13,46,45,5,1,32548.419511702814
13,20,38,1,0,27927.621865275076
12,42,63,1,1,32851.355076765685
9,29,35,1,1,23880.656404619956
13,44,48,1,0,28266.98545126478
18,22,63,3,0,38459.00866956873
13,25,54,5,0,30766.937797847917
12,25,38,4,1,31894.678419597345
14,21,31,2,0,28291.436290770704
18,37,42,1,0,39043.283159007755
12,42,44,4,1,31592.659473135715
15,21,57,3,1,33249.014046598495
15,31,40,4,1,30232.756962625797
10,41,48,1,1,29636.79326864326
11,56,64,5,1,32265.22506443922
9,39,46,4,0,26713.302517855533
16,58,64,1,0,40281.76255973612
17,43,47,1,0,38355.09937791829
12,39,43,2,1,29159.145094403673
14,20,37,2,0,28202.020656924575
17,20,55,5,1,34833.94400515038
14,36,36,2,1,32544.62779720004
20,20,44,5,0,38207.65546562884
20,49,42,3,0,45749.03534908274
20,60,57,3,1,46632.873302368076
17,22,55,2,1,36259.42335684153
12,30,40,3,0,26335.02327270109
16,43,46,4,0,40765.24040684097
17,41,32,4,1,37767.9297848494
12,45,20,4,1,27605.655910993697
13,32,27,3,1,32069.049425976278
16,20,32,4,1,32236.99568346657
20,43,33,5,0,40512.829976926485
18,29,34,1,0,35937.50201107835
14,54,36,2,1,33124.05684116686
20,43,28,5,1,39123.459460080536
15,47,22,4,0,36516.82744886493
11,55,22,1,1,27903.04922823422
15,35,31,2,1,29924.85928544634
20,59,43,5,1,47371.482264741986
16,35,25,2,1,36819.45524665405
18,36,22,3,1,38714.571788323825
14,34,24,4,1,34782.254492988664
18,35,33,5,0,42143.17928472073
17,34,31,5,1,33599.23328946049
14,53,54,1,0,36377.19016501368
20,30,58,1,0,38658.76933053632
17,20,21,1,0,29274.19772459977
12,34,53,2,1,32244.85047384433
16,45,34,4,1,36953.717414141065
19,23,64,2,1,42412.9429556109
12,24,53,4,0,26369.127448144405
10,54,23,5,0,27002.620384721155
18,32,33,2,1,37887.15731734925
19,29,46,2,1,41013.2883967048
17,30,53,2,0,33530.110048601615
13,37,55,3,0,31919.042392934814
12,53,54,4,0,34798.6805214027
10,58,27,4,1,30865.96974384937
9,60,58,2,0,33261.39990245476
19,42,53,3,0,42050.88210024844
15,26,46,2,0,29829.05250467457
14,58,31,4,1,31849.06730707557
10,22,21,5,1,21135.48133061531
16,31,61,3,1,35722.34224444296
19,26,59,3,0,38007.973093633336
12,45,53,2,0,34086.18895643759
16,52,62,5,0,38304.82594263177
15,56,30,4,0,35376.02193850554
13,34,63,1,1,34933.60025843632
18,21,35,4,0,33150.076456993746
18,60,50,4,0,44646.321675282285
20,26,38,5,1,38980.815714827244
16,51,33,3,0,37986.40017003153
17,23,32,4,0,35063.09003925113
13,39,22,3,0,30150.58227572137
18,55,23,5,1,37526.9186870281
13,51,55,5,0,32765.211117328952
10,47,20,2,1,26989.646920914973
13,32,29,1,0,26961.09064651929
11,20,53,5,1,27710.570239306042
15,54,50,5,1,38918.29005495039
18,49,53,3,1,38668.455151071
13,55,50,5,0,39278.16568256428
16,44,48,4,0,36867.517847865354
9,35,38,2,1,23881.425541079134
11,38,44,2,1,29345.091298610092
11,20,44,4,0,24726.72699868958
17,24,25,5,1,34723.2794016738
13,41,54,1,0,31063.985514871085
20,43,49,5,0,45794.139760706086
17,56,43,2,1,42361.99467361356
17,55,19,1,1,36851.203556312954
9,55,29,3,0,27903.319069399855
10,23,39,3,0,25924.364311280544
13,55,34,5,0,34943.114645595524
12,37,24,5,1,28094.79061537664
18,35,60,1,0,41244.89947875702
17,60,21,1,1,41013.28291419344
15,37,54,5,1,34288.45755653479
14,41,55,2,0,35013.51349091546
15,21,49,3,1,33297.33309393602
9,40,28,1,1,24565.849403417797
9,55,18,2,1,24865.01401739019
16,58,42,5,1,40360.2420802589
10,58,59,4,0,31719.071013350047
20,48,41,1,0,44864.44449156058
18,45,60,4,1,44853.79845565063
19,40,34,2,1,41254.31360950553
17,36,25,3,1,33552.657293760596
15,35,62,2,1,36303.37404648312
14,50,44,3,1,30240.517515002655
9,28,35,2,0,22400.713506988108
9,50,44,1,0,29780.393044760654
10,33,39,1,0,26304.403628298616
14,56,33,4,0,35720.138742265204
14,21,19,2,1,31359.62698822125
10,33,22,2,1,20390.349658243336
9,52,35,4,0,24438.398815812332
18,54,20,5,0,40764.1866483932
